title,price,image
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/ac04c7238f70ffd3ecdfdb0313896784-detail"">Lenovo Legion Pro 5 16IRX8 Onyx Grey Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD + 512GB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 300nits 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight Chiclet Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",184343 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_2918.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/02d9659089ba2cc34edfa0ab44175571-detail"">ASUS VivoBook Pro M7600Q Ryzen 7 5800H 3.2-4.4GHz,16GB,SSD 1TB,RTX3050TI 4GB,16""OLED 3840x2400 BLACK</a></span>",184747 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_7734.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/147e80da07c1f94fd7d87528bf5bd5e6-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 32GB DDR5, 2TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",185353 Сом,https://enter.kg//images/stories/virtuemart/product/777777_5903.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/0ad4d246340ff32733f2af60fe461464-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 48GB DDR5, 512GB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",185858 Сом,https://enter.kg//images/stories/virtuemart/product/777777_3412.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/c31736590fccc4f631668943911e905b-detail"">Acer Predator Helios Neo 16 PHN16-71 Obsidian Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",185858 Сом,https://enter.kg//images/stories/virtuemart/product/13_6075.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/ea1251dc1f7035de1420bd2f0b6f8a30-detail"">Lenovo Legion Pro 5 16IRX8 Onyx Grey Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 2TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 300nits 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight Chiclet Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",186869 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3621.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/15b50f15820505e4a5b1afa46268b704-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 48GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",187879 Сом,https://enter.kg//images/stories/virtuemart/product/777777_3972.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/09dd57989647f9ce56ca2180302f4de9-detail"">Ноутбук Acer Nitro 16 AN16-41-R5KC NH.QLJAA.001 AMD Ryzen 9 7940HS (4.00-5.20GHz), 16GB DDR5, 1TB SSD, NVIDIA RTX 4070 8GB GDDR6, 16""WQXGA (2560x1600) 165Hz IPS, WiFi ax, BT 5.1, HD WC, CR, Win 11 Home, Backlit RGB Русская клавиатура, Obsidian Black</a></span>",189293 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_6987.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/ba31d7bc52860aa820b273305a73dd33-detail"">Acer Predator Helios Neo 16 PHN16-71 Obsidian Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD + 512GB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",189394 Сом,https://enter.kg//images/stories/virtuemart/product/13_3065.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/653b103886fb64b4ea786a93e8aa8dc5-detail"">Ноутбук Acer Nitro 17 AN17-41-R7GT AMD Ryzen 7 7735HS (3.20-4.75GHz), 16GB DDR5, 1TB SSD, NVIDIA RTX 4070 8GB GDDR6, 17.3""QHD (2560x1440) 165Hz IPS, WiFi ax, BT 5.2, HD WC, CR, Win 11 Home, Backlit RGB Русская клавиатура, Black, Bag</a></span>",190808 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_3020.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/42fed6067d691125d0ca98d73d339da0-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 48GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD + 512GB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",191414 Сом,https://enter.kg//images/stories/virtuemart/product/777777_6405.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/cedf0ba5fa8612444ebca61a999a3e0e-detail"">Apple MacBook Pro 16"" FK1F3LL/A Apple M1 Pro 10-Core, 16GB DDR5, 1TB SSD, Apple Video 16-Core, 16.2"" (3456x2234) Liquid Retina XDR, WiFi ax, BT 5.0, FHD WC, CR, Touch ID, macOS, Silver (CPO)</a></span>",191616 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5438.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/8ffe3fb32198877d0147d04b7937a2c2-detail"">Acer Predator Helios Neo 16 PHN16-71 Obsidian Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 2TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",191919 Сом,https://enter.kg//images/stories/virtuemart/product/13_5494.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/674a1d5f3fab5c0b4ea3001fb04635ee-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 48GB DDR5, 2TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",193939 Сом,https://enter.kg//images/stories/virtuemart/product/777777_5888.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/8ef48012bb43605ab37e9f2247feaf4e-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 512GB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",193939 Сом,https://enter.kg//images/stories/virtuemart/product/777777_7875.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/f893a1b5dae72744db6448826cd425fd-detail"">Ноутбук MSI GP66 Leopard 11UG-444 Intel Core i7-11800H (2.30-4.60GHz), 16GB DDR4, 512GB SSD, NVIDIA RTX 3080 8GB GDDR6, 15.6""FHD (1920x1080) 144Hz IPS, WiFi ax, BT 5.2, HD WC, Win 10 Home, Backlit RGB Русская клавиатура, Black</a></span>",195757 Сом,https://enter.kg//images/stories/virtuemart/product/1_4770_7113.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/273923209cbb210b02dd65bde034b567-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",195959 Сом,https://enter.kg//images/stories/virtuemart/product/777777_4180.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/e2b5bdb9b198c1d071a6418fbb94fcf1-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 1TB M.2 NVMe™ PCIe® 3.0 SSD + 512GB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",199495 Сом,https://enter.kg//images/stories/virtuemart/product/777777_2317.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/261069018293819694deeeaae24fd45a-detail"">Acer Predator Helios 16 PH16-71 Abyssal Black Intel Core i7-13700HX (16 ядер/24 потока, up to 5.0Ghz), 64GB DDR5, 2TB M.2 NVMe™ PCIe® 3.0 SSD, NVIDIA® GeForce® RTX 4060 8GB GDDR6, 16.0"" IPS WQXGA (2560x1600) 165Hz, WiFi 6, BT 5.0, HD WebCam, 4 x USB 3.2, 2 x USB Type-C, RJ-45, Backlight RGB Keyboard, Eng-Rus Заводская клавиатура с подсветкой</a></span>",202020 Сом,https://enter.kg//images/stories/virtuemart/product/777777_4259.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/59968015bcc0b17ada73936b26975a26-detail"">Ноутбук HP OMEN 17-ck2002nr 83H02UA#ABA Intel Core i7-13700HX (1.50-5.00GHz), 16GB DDR5, 1TB SSD, NVIDIA RTX 4080 12GB GDDR6, 17.3""QHD (2560x1440) 240Hz IPS, WiFi ax, BT 5.3, HD WC, CR, Win 11 Home, Backlit RGB Русская клавиатура, Shadow Black</a></span>",225712 Сом,https://enter.kg//images/stories/virtuemart/product/2(1)_5658_2656.jpg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/c8878bc2fb09bb6fe6527da536b53ad1-detail"">Ноутбук Lenovo Legion 7 Pro 16IRX8H 82WQ002SUS Intel Core i9-13900HX (1.60-5.40GHz), 16GB DDR5, 1TB SSD, NVIDIA RTX 4080 12GB GDDR6, 16""WQXGA (2560x1600) 240Hz IPS, WiFi ax, BT 5.1, FHD WC, Win 11 Home, Backlit RGB Русская клавиатура, Onyx Grey</a></span>",273425 Сом,https://enter.kg//images/stories/virtuemart/product/777777_1187.jpeg
"<span class=""prouct_name"" rel=""tooltip"" title=""""><a href=""/computers/noutbuki_bishkek/b41aab5461d36f9255e88797aa4c05e8-detail"">Ноутбук HP OMEN 17-ck2059nr 8R7U2UA#ABA Intel Core i9-13900HX (1.60-5.40GHz), 32GB DDR5, 2TB SSD, NVIDIA RTX 4090 16GB GDDR6, 17.3""QHD (2560x1440) 165Hz IPS, WiFi ax, BT 5.3, HD WC, CR, Win 11 Home, Backlit RGB Русская клавиатура, Shadow Black</a></span>",316716 Сом,https://enter.kg//images/stories/virtuemart/product/777777_8064_8561.jpeg
